amount,account_age_days,transactions_last_24h,device_changes_30d,failed_attempts,international,new_device,transaction_hour,is_fraud
533.79,757,1,1,1,0,1,5,0
435.26,596,4,2,0,0,0,9,0
313.09,436,4,1,0,0,1,1,1
884.52,1474,3,2,1,0,0,0,0
1612.84,377,6,0,2,1,0,2,0
2214.23,1983,5,0,1,1,0,4,0
1395.32,391,5,1,0,0,0,5,0
563.58,481,3,1,0,0,0,1,0
1586.07,821,5,0,0,0,1,1,0
1241.76,114,2,1,0,0,0,1,1
2796.31,1770,5,1,2,0,0,6,0
2384.96,774,1,1,0,1,0,8,0
1130.57,1927,4,0,2,0,0,18,0
447.08,172,1,1,1,0,0,15,0
570.81,18,4,1,2,0,0,18,1
632.84,235,4,1,0,0,1,10,0
800.1,1334,3,1,0,0,0,19,0
1433.75,1919,5,0,1,0,0,7,0
2242.11,1693,4,1,1,0,1,9,1
1041.98,723,4,0,0,1,0,19,0
1114.46,281,0,0,0,0,0,15,0
1265.61,831,5,2,0,1,1,22,0
654.65,1220,6,0,1,0,1,9,0
434.68,1139,4,0,0,0,1,19,0
189.53,1421,4,1,1,1,1,10,1
547.22,1696,1,0,0,1,0,23,0
1760.13,1691,2,1,0,0,1,20,0
542.99,1587,2,0,2,0,0,17,0
864.54,418,5,0,0,0,0,19,0
1748.36,284,1,0,1,0,0,4,0
1845.84,585,3,1,1,0,0,19,0
372.59,1352,3,0,3,0,0,11,1
2972.2,1365,2,1,0,0,1,5,1
3385.82,622,6,0,0,0,0,16,0
354.3,1822,4,2,2,0,0,11,1
481.14,221,4,1,2,0,1,10,0
3608.66,9,6,1,0,0,0,3,1
946.86,1933,2,0,1,1,0,6,0
119.13,1106,3,0,1,1,1,15,1
270.51,832,1,0,0,1,0,19,0
854.6,1318,6,0,1,0,0,14,0
342.73,375,5,2,0,0,0,21,0
725.29,534,3,1,1,0,0,18,0
1132.74,1439,7,0,0,0,1,16,0
4732.72,1123,4,2,1,0,0,21,0
820.2,1706,5,1,1,0,0,10,0
3205.24,702,3,4,0,0,0,14,1
4576.82,1642,5,0,0,1,0,18,0
4602.29,832,4,2,2,1,0,22,0
1457.9,1994,3,1,4,0,0,23,1
153.96,777,2,2,1,1,0,19,0
1738.58,1406,5,0,2,0,0,0,1
3128.78,1887,5,1,2,0,0,2,1
1011.24,940,2,2,2,0,0,10,0
6276.6,1528,1,3,0,1,0,18,1
2591.09,447,1,0,0,0,0,16,0
1935.8,680,3,2,1,0,1,22,0
3249.9,344,3,1,2,0,0,14,1
1530.53,425,4,2,0,1,0,9,0
90.67,625,1,2,0,0,0,18,0
665.71,1864,4,0,0,1,0,18,0
3630.65,306,2,0,1,0,0,7,0
489.02,148,3,0,1,0,0,3,0
877.02,849,5,1,0,1,1,11,0
385.74,732,1,1,0,0,0,2,0
6528.44,454,3,0,1,0,0,2,1
5892.83,938,1,1,1,0,1,10,0
453.11,33,1,2,0,0,0,18,0
1270.67,1756,2,0,0,1,1,21,0
555.3,1525,2,0,0,0,0,11,0
2028.28,1343,0,2,2,0,0,3,1
1825.63,1721,4,1,2,0,1,1,1
2469.34,1217,3,0,0,0,0,2,0
1528.31,1897,4,1,0,1,0,18,1
20648.67,1204,3,0,0,0,0,22,0
392.32,1891,4,0,1,1,0,21,0
198.22,984,3,0,0,0,1,4,0
740.19,1542,7,1,0,0,0,21,0
228.61,391,4,2,1,1,0,7,0
246.54,1545,3,1,0,0,0,20,1
402.9,357,2,0,3,0,1,5,0
436.07,573,5,0,0,0,0,6,0
422.16,464,4,2,0,0,1,18,0
1841.28,930,2,0,1,0,0,14,0
661.04,1699,2,2,0,0,0,5,0
916.43,99,5,1,1,0,0,9,0
2681.77,148,3,0,0,1,0,2,1
509.63,570,3,1,0,0,0,13,0
841.73,727,1,0,0,0,1,5,1
1580.92,1340,3,0,0,0,1,14,0
157.34,1002,5,1,1,0,0,4,1
101.0,1206,4,1,0,1,1,1,1
1550.17,1571,5,2,1,0,0,2,0
1793.66,303,0,0,2,0,0,11,0
8640.54,1582,2,2,0,0,0,4,0
1284.46,1623,2,0,1,0,0,5,0
2489.26,4,1,1,1,0,0,15,0
901.92,778,2,0,0,0,1,14,0
1476.2,107,1,2,0,0,0,22,0
5809.54,75,2,1,1,0,0,8,0
131.11,1064,3,1,0,0,0,16,0
1658.41,639,6,1,2,0,0,6,0
9279.72,695,4,3,2,0,0,0,1
1453.94,1143,0,1,0,0,0,7,0
5713.42,73,1,0,2,0,0,1,0
584.52,552,1,1,0,0,0,5,0
1062.05,1228,2,1,2,0,0,1,1
1134.02,977,1,4,2,1,0,14,0
119.39,96,2,2,1,0,1,4,1
340.98,1303,5,2,0,0,0,15,0
366.18,1167,3,2,0,0,0,13,0
2495.06,1139,0,2,2,0,0,17,0
2623.21,1500,3,0,0,0,0,12,1
1516.31,884,1,1,0,1,0,11,1
2500.14,1157,1,1,1,1,0,13,0
930.62,1192,2,2,1,0,0,18,0
3647.99,1938,3,1,1,0,0,20,1
1106.31,1269,3,0,1,0,0,18,0
1161.96,277,4,2,1,0,0,17,0
840.85,1999,2,0,1,0,1,13,0
2174.27,259,7,2,1,1,1,12,1
719.68,46,4,2,0,1,1,4,1
2911.52,346,2,1,1,1,0,16,0
353.49,847,2,0,2,0,1,4,0
365.43,895,1,1,0,0,0,10,0
2180.76,1261,6,3,2,1,0,7,1
1003.71,1077,4,2,1,0,0,7,0
696.53,1172,3,0,1,0,0,16,0
2670.6,1723,4,1,1,0,0,9,0
597.49,1557,2,2,0,0,0,20,0
897.67,1114,4,2,1,0,0,11,0
4443.63,233,2,1,1,0,1,19,0
5110.96,1751,3,1,2,0,1,5,1
5283.79,1905,4,1,2,0,0,5,0
827.06,51,8,1,1,0,1,13,0
3754.47,665,4,0,1,0,0,5,0
424.56,1860,0,0,1,0,0,20,0
442.79,1652,4,4,0,0,0,12,0
104.54,1418,2,1,2,0,0,7,1
5842.23,1238,0,2,1,0,0,11,1
462.21,451,0,0,0,0,0,5,0
966.29,1363,4,0,0,0,0,13,0
441.28,351,0,0,2,1,1,0,0
2197.7,649,2,1,0,0,0,14,0
753.23,1309,3,1,0,0,0,8,0
297.43,1957,2,0,0,0,0,7,0
1705.58,878,1,0,0,0,0,6,0
261.46,583,2,1,0,0,0,23,0
474.66,245,3,0,1,0,0,10,0
133.37,550,2,0,2,1,1,3,0
264.02,728,4,1,0,0,0,14,0
1310.98,639,0,2,1,0,0,16,1
153.77,584,6,2,1,0,0,20,0
249.35,226,4,1,2,0,0,21,1
1094.04,827,4,0,1,1,0,21,1
636.76,441,5,3,0,0,0,6,0
8038.81,1498,3,1,1,0,0,14,0
6862.98,1468,2,0,1,0,0,14,0
460.39,1820,5,0,0,0,0,4,0
1914.36,412,6,0,2,1,0,5,0
2319.91,814,4,0,1,0,0,14,0
603.36,246,5,1,1,0,0,8,0
245.79,583,3,2,0,0,1,8,1
1083.23,1731,4,0,1,0,0,2,0
922.56,500,1,0,0,0,0,11,0
709.27,982,5,2,0,0,0,2,1
1706.7,1975,0,1,0,0,0,11,0
517.64,550,5,0,0,1,0,23,0
346.54,117,5,1,1,0,0,17,0
1223.03,1774,6,0,2,0,0,1,0
1613.19,1388,6,4,0,0,0,15,1
338.1,1938,5,1,0,1,1,2,0
2774.12,204,4,0,1,0,0,11,1
186.7,351,3,1,0,0,0,8,0
615.16,319,0,4,0,0,0,23,0
847.25,1383,1,1,1,1,1,8,0
580.43,1541,4,2,1,0,1,1,0
623.24,940,2,3,0,1,0,6,0
7122.93,489,3,3,2,0,0,19,1
468.3,1693,4,1,0,1,0,0,1
12597.1,107,5,1,0,0,0,15,0
1697.86,1764,2,0,0,0,0,9,0
1202.38,654,5,1,1,0,0,3,1
1765.59,1850,2,2,0,1,1,1,1
13765.6,172,5,1,2,0,0,20,0
406.02,1682,5,1,1,0,0,8,0
357.66,519,3,0,0,0,0,10,0
515.5,1879,4,0,0,0,0,10,0
1132.46,1889,3,2,0,0,0,18,0
195.24,958,6,2,1,0,0,20,0
1121.41,813,1,2,2,0,0,22,0
5964.3,528,0,0,0,0,1,19,0
1275.9,320,5,1,0,1,0,4,0
818.37,1061,4,1,1,0,0,11,0
591.01,499,3,1,1,1,0,18,0
2693.27,1689,4,2,0,0,0,21,0
480.18,265,3,2,0,0,0,7,0
6949.3,1719,1,3,1,0,0,3,0
7580.69,1692,6,1,0,0,0,6,0
1417.64,1673,2,2,1,1,0,4,1
1084.08,908,3,1,3,0,0,0,0
3073.77,402,4,1,1,0,0,22,0
3277.38,987,1,0,0,0,0,3,0
489.81,602,4,1,0,0,1,16,0
647.71,952,1,3,0,0,0,12,0
292.26,218,8,1,0,0,1,21,0
1650.88,330,2,1,0,0,0,22,0
2135.87,186,3,0,1,0,0,16,0
284.31,1405,4,1,0,0,0,9,1
695.62,209,3,0,0,0,0,17,0
285.07,1587,2,0,1,0,1,10,0
446.39,288,2,2,1,0,0,19,0
1902.68,88,5,1,0,0,0,17,0
526.64,1003,3,1,1,0,1,18,0
811.74,1968,2,0,0,0,0,6,1
215.44,136,6,0,1,0,0,7,0
1322.12,158,2,1,0,0,1,6,0
1049.14,794,3,1,1,0,1,16,0
529.03,920,4,1,2,0,0,17,0
907.77,155,2,2,1,0,1,0,1
1313.3,1487,3,1,1,1,1,14,0
485.48,220,3,1,4,0,1,17,1
250.57,1483,4,0,1,0,0,6,0
6671.33,1191,4,2,0,0,1,0,0
582.15,322,8,3,0,0,1,19,0
995.49,691,6,1,1,0,1,21,0
3013.45,841,6,0,1,0,0,3,1
37386.13,1586,3,1,1,0,0,14,0
315.93,1837,3,1,1,0,0,17,0
1719.57,512,7,0,2,0,1,22,1
540.47,87,5,1,1,0,0,13,0
639.83,1569,1,2,1,0,0,20,0
533.68,275,3,1,0,0,0,6,0
355.79,141,1,1,1,0,0,9,0
1052.27,1742,6,1,0,1,1,14,0
251.01,1760,3,1,0,0,0,2,1
2826.54,625,1,1,0,1,0,8,0
1158.64,1814,5,1,0,0,0,1,0
1673.1,916,5,0,0,0,0,17,0
688.02,353,0,1,0,0,0,18,0
759.6,1029,3,3,2,0,1,4,0
1462.0,382,5,0,0,1,0,21,0
342.39,1748,0,2,2,0,0,14,1
766.63,1792,4,0,2,0,0,21,1
464.23,1358,7,0,1,1,0,4,1
450.08,475,3,1,1,0,0,3,0
132.98,928,1,1,0,0,0,1,0
4185.27,30,1,1,2,0,0,8,0
551.95,1371,4,1,1,0,0,20,0
3510.02,922,1,0,1,0,1,10,1
3193.24,594,5,2,1,0,0,2,1
303.08,493,2,1,1,0,0,12,0
369.29,1772,4,1,0,1,0,2,1
14192.98,495,2,0,4,1,1,5,1
6316.53,1880,2,2,2,0,0,1,1
1062.61,388,2,1,2,0,0,0,1
1418.53,873,1,0,2,0,1,12,0
583.56,835,1,0,0,0,0,12,0
1689.78,1277,1,1,2,0,0,19,0
535.3,630,2,2,0,0,0,8,0
143.69,939,5,0,1,0,0,13,0
292.49,30,2,1,1,0,0,5,0
1120.01,623,2,1,2,0,0,18,0
353.87,1936,4,1,2,0,1,11,1
1025.28,1790,4,0,2,0,0,23,0
374.41,1735,7,1,2,0,0,21,0
501.52,807,3,1,0,0,0,18,0
2573.87,342,4,1,0,1,0,23,0
1404.56,1833,4,0,0,1,1,5,0
1086.09,1311,6,0,1,0,0,2,0
2641.13,1969,0,1,2,0,1,11,0
1773.32,1421,5,0,2,0,0,14,0
4659.03,1001,7,3,0,0,0,6,0
692.38,1533,3,3,0,1,0,7,1
713.63,1961,4,1,2,0,0,13,0
298.54,244,6,1,2,1,1,6,1
714.1,221,0,1,1,0,0,14,0
2877.77,1180,2,1,0,0,0,20,0
4023.82,1407,4,1,3,0,0,9,0
2864.95,1772,7,0,0,0,0,7,0
182.33,1344,3,1,1,0,0,14,1
3239.41,373,4,2,0,0,0,11,0
174.42,531,4,1,1,1,0,15,0
2692.21,215,3,1,0,1,0,5,0
759.16,367,0,1,1,0,1,8,1
2213.95,114,6,1,1,0,0,8,0
289.33,1224,2,0,0,1,0,16,1
3537.47,25,5,2,2,0,0,10,1
253.41,934,4,2,1,0,0,17,0
562.02,1145,0,0,1,0,0,2,0
404.2,1766,3,0,1,1,0,0,0
189.75,611,4,1,1,0,0,20,0
1205.35,858,1,1,2,0,0,9,0
6674.76,1027,8,1,0,0,0,12,0
15786.42,898,5,1,2,0,1,22,1
1208.52,773,7,1,1,0,0,18,0
3349.88,445,4,0,1,0,0,12,0
1383.12,1278,2,4,0,0,0,22,0
1806.02,20,0,1,4,0,0,15,0
778.88,1228,1,2,0,0,0,1,1
1332.85,806,2,1,0,1,0,16,0
1877.09,1381,1,0,0,0,0,18,0
614.95,128,3,2,2,0,1,18,1
1014.86,358,2,1,2,0,0,0,1
1034.39,1316,4,1,0,0,0,0,0
2505.9,1198,0,2,1,0,0,11,0
377.65,1757,3,1,1,0,0,5,0
1041.54,1379,4,2,0,1,0,13,0
7420.53,881,1,1,2,0,0,5,0
3512.42,1061,6,2,1,0,1,20,0
4226.71,1334,2,0,1,0,0,8,0
1123.76,1685,4,0,0,1,0,7,0
1511.71,917,1,0,1,0,0,15,0
2987.63,1628,2,4,1,0,0,18,1
5220.01,1606,2,0,1,0,0,7,0
155.77,1108,1,4,0,0,0,8,0
294.29,510,3,1,0,0,0,16,0
4062.05,444,3,4,0,0,0,10,1
831.4,1444,2,0,1,0,0,1,0
560.19,1229,3,0,2,1,0,14,0
312.89,1512,2,2,0,0,0,14,0
629.54,779,4,1,0,0,0,17,0
269.79,1112,4,2,1,0,0,10,0
8875.89,252,1,1,1,0,1,14,1
1072.3,1747,4,1,1,0,0,20,0
1034.89,1879,4,1,2,1,1,2,0
1974.51,1055,2,3,0,1,0,7,0
2870.8,1893,2,0,0,0,1,12,0
2823.94,421,3,1,2,0,0,15,0
3208.7,1852,7,0,3,0,0,5,0
583.56,61,3,0,1,0,0,10,0
814.14,579,6,1,0,1,1,12,1
2366.18,1250,5,0,2,0,0,22,0
647.17,1949,8,1,1,0,0,15,0
1091.05,1987,1,2,1,0,0,20,0
1633.96,1359,1,1,1,1,0,14,0
2404.71,1863,2,1,0,0,0,19,0
185.36,579,8,1,0,0,1,12,0
2241.15,640,3,1,0,1,0,20,0
868.07,111,4,2,1,0,1,8,0
2224.88,491,4,0,0,0,1,1,0
2384.95,1296,1,3,1,0,1,5,1
5474.82,1837,2,1,2,0,1,13,0
4244.82,34,3,0,1,0,0,0,0
4215.7,212,8,0,0,1,1,12,0
4645.57,1324,2,0,1,0,0,2,0
1467.59,1397,4,2,0,0,1,17,0
1132.5,125,2,1,0,0,0,7,0
2624.95,1127,3,1,0,0,0,10,0
2280.34,1742,4,3,0,0,0,22,1
805.07,1144,3,1,1,0,0,11,1
1643.89,1706,4,2,1,0,0,5,1
1058.81,1571,5,1,2,0,0,17,1
466.88,894,0,1,1,0,1,13,1
3985.67,331,2,4,0,0,0,14,0
1158.87,1782,1,1,0,0,0,16,0
8507.54,1876,2,1,1,0,0,4,0
215.83,1950,3,0,0,0,0,11,0
628.43,1333,0,1,4,0,0,5,0
1133.02,1594,7,1,1,0,0,20,0
3419.95,412,6,1,2,0,0,7,0
1635.12,1423,8,2,1,0,1,17,1
1495.88,934,8,0,1,0,0,12,0
355.22,1330,2,0,1,0,0,1,0
344.83,1677,2,0,0,0,1,4,0
1513.99,1647,3,0,0,1,0,9,0
280.31,1187,4,0,0,0,0,2,0
644.27,1647,2,2,0,0,0,17,0
1809.7,664,4,0,2,1,0,19,0
410.62,1912,0,1,0,1,0,20,0
5460.83,1089,4,0,1,1,0,15,0
3729.15,1642,1,4,1,0,0,20,0
227.83,1240,1,0,0,0,0,22,0
431.66,603,2,1,0,0,0,2,0
111.52,1938,3,3,0,1,0,14,0
501.4,1978,0,3,1,0,0,16,0
2359.93,26,2,2,1,0,0,12,0
724.95,669,4,0,0,1,0,14,0
1738.53,584,5,2,2,0,0,1,0
239.29,1068,5,1,1,0,0,20,0
2435.67,1114,2,1,0,0,0,1,0
629.48,1157,3,1,2,0,0,14,1
1110.06,1185,2,0,0,0,0,10,0
999.37,1768,4,0,1,0,0,15,0
307.49,380,3,0,0,0,1,7,0
346.17,1285,6,1,2,0,0,18,0
2886.48,1407,3,1,2,0,0,12,0
1634.34,369,1,0,0,1,0,10,0
3133.95,1135,4,1,0,0,0,2,0
1517.26,1700,1,0,3,1,0,3,1
1265.21,1101,4,0,0,0,0,16,0
195.19,209,3,2,0,0,0,5,0
836.84,1037,0,1,0,0,0,20,0
1067.01,1945,2,0,0,0,0,14,0
7731.88,1594,2,2,0,1,0,9,0
2179.73,1922,4,0,0,0,0,12,0
5095.24,1880,4,0,0,0,0,11,0
1993.28,1572,3,3,2,0,0,23,0
538.45,25,2,1,1,0,1,10,1
1232.9,546,1,0,2,0,0,12,0
1388.84,1164,2,1,1,0,0,11,0
428.74,275,2,0,0,0,1,0,0
746.66,1394,5,2,1,0,1,6,1
892.68,874,2,1,0,0,0,3,0
5462.27,222,6,0,0,0,0,23,0
136.9,1061,5,0,2,0,0,15,0
3662.2,875,2,1,0,0,0,23,0
429.75,1153,0,0,0,0,0,8,0
278.08,1340,6,1,1,1,0,3,0
3568.65,1347,1,1,1,0,0,11,0
2279.93,1457,0,2,0,0,1,12,0
3844.96,218,0,0,0,0,1,10,0
2442.32,1871,4,2,1,0,1,23,0
8602.82,1966,4,2,2,0,0,2,0
1917.4,1272,4,2,0,0,0,8,0
937.79,111,4,1,1,0,0,21,0
1545.23,816,5,0,3,0,0,9,0
3802.71,1756,2,0,0,1,0,9,0
503.02,708,0,1,1,0,0,0,1
571.41,147,4,2,2,0,0,18,0
805.16,1368,2,3,2,0,0,13,0
133.68,1533,1,1,0,0,0,12,0
1259.01,1529,3,1,1,0,0,17,0
166.31,552,2,2,2,0,0,7,0
1156.39,134,4,1,0,1,0,6,0
2605.27,464,4,1,0,0,0,10,0
680.7,864,3,0,0,0,0,9,0
5867.1,1215,3,0,2,0,0,8,0
254.55,1187,6,2,0,1,0,15,0
3609.27,456,1,4,0,0,1,4,1
2154.12,1085,4,0,3,0,0,2,0
197.15,1029,2,0,2,1,0,3,1
16494.7,1061,3,1,2,0,0,16,0
1028.91,460,4,0,1,0,1,16,0
456.01,1241,2,1,0,1,0,0,0
268.52,1761,2,0,0,0,0,2,0
880.05,1752,3,0,0,1,1,19,0
965.45,139,1,2,1,0,0,7,1
1215.18,618,3,3,0,0,1,5,0
814.2,1123,3,0,0,0,0,9,0
2065.7,680,7,1,1,1,0,5,0
744.24,961,3,2,0,0,0,4,0
158.39,1288,3,2,1,0,0,21,0
944.48,599,6,2,0,0,0,10,0
102.77,596,4,0,2,0,0,7,1
1562.08,1248,4,2,0,0,0,9,0
411.87,11,4,0,1,0,0,23,0
1291.24,327,2,0,2,0,1,16,0
4080.91,1722,4,2,0,0,0,2,0
424.64,1374,3,2,1,0,0,10,0
3169.27,379,0,4,2,0,1,1,0
710.96,1968,2,3,2,0,0,19,1
6330.88,231,4,1,0,0,0,15,0
761.16,1165,2,1,2,0,0,7,0
473.19,618,3,0,1,0,1,21,0
2180.35,765,5,1,0,0,0,11,0
709.25,1980,2,1,1,0,0,14,0
472.74,49,0,0,0,0,1,12,0
680.05,451,7,1,0,0,0,12,0
1048.79,1799,2,1,0,0,0,3,0
4197.23,491,4,0,1,0,0,5,0
158.52,1229,2,1,0,0,1,19,0
1122.24,1893,1,3,1,0,0,16,0
2048.58,1433,3,1,1,0,0,4,0
1330.68,407,1,0,0,0,0,1,0
4063.77,1075,1,2,0,0,0,9,0
1018.06,175,5,1,1,0,0,13,0
911.83,1761,7,2,1,0,1,13,0
1982.93,1285,2,1,0,0,1,14,0
1211.14,480,0,1,0,0,0,10,0
742.18,1758,1,2,1,1,0,6,0
1837.47,223,2,1,0,0,0,12,0
571.05,269,2,2,1,0,0,4,0
595.16,810,4,0,2,0,0,4,1
646.78,893,3,1,1,0,0,1,0
4243.18,901,2,0,1,0,0,14,0
50.0,919,2,0,0,1,0,21,0
1628.8,318,2,1,1,0,0,0,0
1134.87,385,3,0,3,0,0,3,0
204.21,1610,2,2,1,0,0,7,0
1494.77,626,2,1,2,0,0,15,0
1764.73,1243,2,2,1,0,0,16,0
1977.6,1078,1,0,0,0,0,4,0
77.34,1224,2,1,1,0,0,12,0
4300.08,1908,0,0,1,0,0,5,0
524.4,643,2,1,1,0,0,7,0
2178.88,1363,1,0,0,0,0,18,0
2300.94,704,5,2,0,0,0,18,1
456.37,1715,4,0,1,1,1,13,0
2122.73,1922,3,0,3,0,1,8,1
745.84,305,5,2,1,0,0,3,0
138.19,1823,0,0,1,1,1,5,1
3525.37,1776,3,1,1,0,0,17,0
505.2,1269,2,1,3,1,0,5,0
466.62,842,4,1,3,1,0,3,1
732.84,1653,2,2,0,0,0,23,0
1439.77,1232,3,0,0,1,0,9,0
1035.59,1748,3,3,1,0,0,9,0
1897.07,511,3,1,1,0,1,19,0
287.3,1283,4,0,1,0,0,23,0
521.97,1404,3,2,1,0,1,15,1
976.53,163,3,1,1,0,0,21,0
7316.5,738,4,0,1,0,0,2,0
978.66,341,5,3,1,1,0,12,1
3246.14,932,1,2,1,0,0,2,0
1139.74,1600,5,2,0,0,0,9,0
676.1,1952,1,0,1,0,0,14,0
856.86,1782,5,0,0,0,0,17,0
926.65,530,4,0,3,0,1,6,0
2005.49,34,0,1,0,1,0,16,0
4335.58,1848,3,2,2,0,0,1,1
1571.33,998,2,1,1,0,0,14,0
3594.2,323,3,2,3,1,1,11,0
417.89,1205,4,2,0,0,0,7,0
724.42,1987,3,0,0,1,0,2,1
531.5,347,5,1,0,0,0,9,0
1501.84,1730,3,1,2,0,0,1,1
765.89,1216,2,1,1,0,0,10,0
2275.09,1603,4,1,2,0,1,14,1
432.25,721,4,0,1,0,0,5,0
1144.85,1902,5,1,3,0,0,7,0
2179.52,1703,4,0,1,0,0,18,0
139.03,1270,8,1,0,0,0,12,0
9151.12,245,2,1,0,0,0,13,0
826.21,678,2,2,0,0,0,11,1
144.74,1832,4,1,0,0,0,13,0
1284.46,915,0,3,2,0,0,17,0
1133.93,723,7,1,0,1,0,22,1
1010.4,1004,5,2,1,1,1,14,1
2954.81,133,5,0,1,0,0,3,0
2315.65,1221,3,0,0,0,0,21,0
1477.16,910,3,2,1,0,0,13,0
1720.13,1371,2,0,1,0,0,14,0
987.96,49,3,1,0,0,0,21,0
6473.62,1088,4,1,1,0,0,20,0
249.84,1648,5,0,0,0,0,14,0
1260.99,1892,1,0,0,0,0,7,0
1170.31,1721,3,0,0,0,0,22,0
2473.23,1128,2,0,1,0,0,6,0
471.61,1955,4,2,2,0,0,0,0
191.78,213,2,2,0,1,0,20,0
1282.83,1541,3,1,0,0,0,7,0
1452.77,119,2,1,0,0,0,20,0
4863.92,856,0,0,0,0,0,7,0
307.86,761,5,1,0,0,1,4,0
3479.67,679,2,1,0,0,0,3,0
11700.82,895,2,1,1,1,1,7,1
751.62,1266,2,2,2,0,0,21,0
301.59,280,3,2,1,0,0,12,0
729.99,424,2,2,0,0,0,0,0
1112.1,363,3,2,0,0,1,5,0
1927.13,1021,3,1,0,0,0,17,0
607.05,1774,3,2,1,0,0,23,0
5193.68,1330,4,1,0,1,0,18,0
359.77,1741,3,2,0,0,0,16,0
192.63,1510,4,1,2,0,1,8,1
3316.65,314,3,1,0,0,0,11,0
112.77,1537,2,0,1,0,0,22,0
894.15,1707,5,0,1,0,0,21,1
24777.25,1191,2,1,1,1,0,14,0
1083.51,1418,5,0,1,0,0,6,0
357.53,770,1,0,0,0,1,11,0
1035.46,1087,3,1,1,0,0,14,0
1042.31,272,4,1,1,0,1,2,1
1287.75,1061,6,1,0,0,0,20,0
2126.56,1040,5,1,0,0,1,14,0
387.95,1790,6,1,2,0,0,13,0
5928.63,343,3,1,1,0,0,18,0
1401.24,346,2,2,1,0,0,10,0
2268.32,1872,2,0,0,1,0,21,0
585.14,1563,5,0,0,0,0,2,0
3969.45,1983,3,1,1,0,0,22,0
848.06,1647,0,1,0,0,0,4,1
1447.44,233,3,0,1,1,0,12,0
431.34,990,2,1,1,0,0,22,0
404.67,576,3,0,1,0,0,12,0
2182.45,1633,1,0,1,0,1,14,1
703.73,416,1,1,0,0,0,20,0
466.93,905,3,0,0,0,0,2,0
576.41,267,2,1,0,0,0,4,0
2206.04,997,1,0,0,1,0,14,0
584.62,1350,0,1,0,0,0,16,0
974.91,1950,2,4,0,0,0,11,0
1113.24,744,11,0,0,0,0,0,0
161.2,911,3,2,2,0,0,1,1
251.86,443,3,0,0,0,0,16,0
1534.99,560,3,2,3,0,0,13,0
524.78,1886,4,2,2,0,0,6,1
3154.94,1746,4,0,4,0,0,15,0
2883.64,76,3,3,0,0,0,11,0
2251.09,247,5,0,1,0,1,17,0
6766.72,1852,3,1,1,0,1,19,0
1009.2,580,3,0,1,0,0,20,0
2098.3,313,4,0,3,0,0,2,1
611.31,576,5,0,0,0,1,4,0
12738.32,1718,4,0,0,1,0,14,0
7971.55,1616,6,0,0,0,0,11,0
1109.74,343,0,0,0,1,0,9,0
1614.19,715,5,1,0,0,1,1,0
4269.69,1206,4,1,0,0,1,22,0
946.58,1979,4,0,1,0,1,8,0
568.71,984,3,4,0,0,0,14,0
2628.03,726,2,0,1,0,0,15,0
1186.12,1959,2,2,0,0,1,10,0
1316.85,632,2,2,0,0,0,20,0
476.15,399,6,2,1,0,0,14,0
196.83,1265,2,1,0,0,1,10,1
1388.73,1871,0,0,2,0,1,8,1
2710.7,714,4,1,1,0,0,6,0
874.97,924,2,0,2,0,0,15,0
4612.06,292,7,0,2,0,0,3,1
542.44,54,4,0,0,0,1,20,0
381.95,1169,3,1,1,0,0,22,0
1025.33,1380,6,0,0,0,0,5,0
1009.7,1622,8,0,0,0,0,21,0
2368.4,983,4,2,1,0,0,13,1
505.24,477,3,0,1,1,0,23,0
4307.42,22,1,0,0,0,0,10,0
7839.4,1355,1,1,0,0,1,10,1
1054.54,1316,3,1,0,0,0,14,0
3826.52,1260,4,0,2,0,0,11,0
381.27,1053,2,2,2,0,0,3,0
3213.84,695,2,2,0,0,0,7,0
3125.27,1962,1,0,2,0,0,20,0
2600.44,160,2,1,0,0,0,15,0
1079.7,910,0,0,1,0,0,11,0
57.15,530,1,0,0,1,0,2,0
577.25,1574,3,4,2,0,1,6,0
586.45,101,3,0,0,1,1,18,0
412.3,1314,4,3,1,1,0,0,1
1239.23,1401,1,2,1,0,0,22,0
721.29,1197,3,0,0,0,1,19,0
480.77,343,3,0,0,0,0,18,0
380.39,1952,3,0,1,0,0,11,0
536.19,1902,2,0,0,0,0,15,0
3366.06,579,5,1,1,0,0,3,1
566.22,1215,5,1,1,0,0,11,0
655.28,1463,3,1,1,1,0,13,0
694.58,1579,5,0,2,0,0,3,0
1539.16,1659,3,4,3,0,0,5,0
1730.65,790,6,0,0,0,0,21,0
52.21,1367,3,0,1,0,1,2,1
3046.15,1732,8,0,1,0,1,5,0
4611.77,845,4,0,1,0,0,0,0
383.68,125,3,1,2,0,1,18,0
414.76,1632,0,0,1,0,0,9,0
699.07,890,2,0,0,0,0,22,0
514.91,669,3,1,0,0,0,3,1
1371.87,1576,3,1,1,0,1,5,1
156.57,1384,4,2,2,0,0,6,0
358.55,503,4,0,0,0,1,7,0
5111.24,173,4,0,0,1,0,5,0
433.45,887,4,0,0,1,0,5,0
3802.55,1418,3,2,1,0,0,4,1
1564.53,1485,2,2,0,0,1,20,1
179.6,1709,2,2,1,0,0,18,0
2070.05,120,3,3,1,0,0,19,0
974.9,273,1,1,1,0,1,9,0
695.43,1382,2,0,0,0,0,2,0
1401.02,1410,1,0,2,0,1,23,1
1762.76,913,4,1,2,0,0,11,0
2225.18,876,2,1,3,0,0,11,0
